start_date,value_date,variable_name,location,measurement_unit,value,ensemble_name,qualifier_id,ensemblemember_id
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.0443,HEFSENSPOST,SIM1,1981
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,25.067,HEFSENSPOST,SIM1,1982
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,22.5031,HEFSENSPOST,SIM1,1983
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.5894,HEFSENSPOST,SIM1,1984
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.7789,HEFSENSPOST,SIM1,1985
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.7972,HEFSENSPOST,SIM1,1986
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.6918,HEFSENSPOST,SIM1,1987
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,21.5585,HEFSENSPOST,SIM1,1988
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,24.3102,HEFSENSPOST,SIM1,1989
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.7894,HEFSENSPOST,SIM1,1990
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.8316,HEFSENSPOST,SIM1,1991
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,22.1657,HEFSENSPOST,SIM1,1992
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,24.2784,HEFSENSPOST,SIM1,1993
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.9263,HEFSENSPOST,SIM1,1994
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.6565,HEFSENSPOST,SIM1,1995
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.0583,HEFSENSPOST,SIM1,1996
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,25.7452,HEFSENSPOST,SIM1,1997
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,24.1854,HEFSENSPOST,SIM1,1998
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.2404,HEFSENSPOST,SIM1,1999
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,25.477,HEFSENSPOST,SIM1,2000
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,21.9133,HEFSENSPOST,SIM1,2001
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,24.6926,HEFSENSPOST,SIM1,2002
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.4009,HEFSENSPOST,SIM1,2003
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.4853,HEFSENSPOST,SIM1,2004
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.5803,HEFSENSPOST,SIM1,2005
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.071,HEFSENSPOST,SIM1,2006
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.8336,HEFSENSPOST,SIM1,2007
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,24.976,HEFSENSPOST,SIM1,2008
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,22.8161,HEFSENSPOST,SIM1,2009
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,22.4758,HEFSENSPOST,SIM1,1961
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,22.7754,HEFSENSPOST,SIM1,1962
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,24.0821,HEFSENSPOST,SIM1,1963
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,21.8921,HEFSENSPOST,SIM1,1964
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,24.438,HEFSENSPOST,SIM1,1965
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.3852,HEFSENSPOST,SIM1,1966
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.5534,HEFSENSPOST,SIM1,1967
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.2425,HEFSENSPOST,SIM1,1968
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,22.6233,HEFSENSPOST,SIM1,1969
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,22.1975,HEFSENSPOST,SIM1,1970
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,22.8509,HEFSENSPOST,SIM1,1971
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,25.3055,HEFSENSPOST,SIM1,1972
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.5647,HEFSENSPOST,SIM1,1973
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.365,HEFSENSPOST,SIM1,1974
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.731,HEFSENSPOST,SIM1,1975
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,22.7687,HEFSENSPOST,SIM1,1976
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.4628,HEFSENSPOST,SIM1,1977
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,21.393,HEFSENSPOST,SIM1,1978
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,22.9093,HEFSENSPOST,SIM1,1979
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.3919,HEFSENSPOST,SIM1,1980
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,22.9017,HEFSENSPOST,SIM1,1981
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,25.3597,HEFSENSPOST,SIM1,1982
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,22.2306,HEFSENSPOST,SIM1,1983
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.5318,HEFSENSPOST,SIM1,1984
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.7852,HEFSENSPOST,SIM1,1985
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.7603,HEFSENSPOST,SIM1,1986
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.6644,HEFSENSPOST,SIM1,1987
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,21.0447,HEFSENSPOST,SIM1,1988
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,24.4921,HEFSENSPOST,SIM1,1989
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.6977,HEFSENSPOST,SIM1,1990
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.734,HEFSENSPOST,SIM1,1991
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,21.7606,HEFSENSPOST,SIM1,1992
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,24.4438,HEFSENSPOST,SIM1,1993
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,24.0183,HEFSENSPOST,SIM1,1994
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.6882,HEFSENSPOST,SIM1,1995
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,22.8829,HEFSENSPOST,SIM1,1996
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,26.2819,HEFSENSPOST,SIM1,1997
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,24.3758,HEFSENSPOST,SIM1,1998
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.1543,HEFSENSPOST,SIM1,1999
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,25.9765,HEFSENSPOST,SIM1,2000
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,21.5404,HEFSENSPOST,SIM1,2001
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,24.8896,HEFSENSPOST,SIM1,2002
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.4108,HEFSENSPOST,SIM1,2003
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.4352,HEFSENSPOST,SIM1,2004
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.5787,HEFSENSPOST,SIM1,2005
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,22.9197,HEFSENSPOST,SIM1,2006
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,23.8968,HEFSENSPOST,SIM1,2007
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,25.2463,HEFSENSPOST,SIM1,2008
1985-06-01T12:00:00Z,1985-06-01T15:00:00Z,SQIN,DRRC2,CMS,22.6619,HEFSENSPOST,SIM1,2009
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.4571,HEFSENSPOST,SIM1,1961
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.7198,HEFSENSPOST,SIM1,1962
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.1004,HEFSENSPOST,SIM1,1963
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.5868,HEFSENSPOST,SIM1,1964
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.3151,HEFSENSPOST,SIM1,1965
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.0729,HEFSENSPOST,SIM1,1966
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.1972,HEFSENSPOST,SIM1,1967
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.9325,HEFSENSPOST,SIM1,1968
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.6392,HEFSENSPOST,SIM1,1969
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.528,HEFSENSPOST,SIM1,1970
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.7827,HEFSENSPOST,SIM1,1971
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.7071,HEFSENSPOST,SIM1,1972
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.036,HEFSENSPOST,SIM1,1973
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.0917,HEFSENSPOST,SIM1,1974
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.286,HEFSENSPOST,SIM1,1975
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.6982,HEFSENSPOST,SIM1,1976
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.0288,HEFSENSPOST,SIM1,1977
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.0061,HEFSENSPOST,SIM1,1978
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.812,HEFSENSPOST,SIM1,1979
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.9325,HEFSENSPOST,SIM1,1980
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.7219,HEFSENSPOST,SIM1,1981
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,21.0554,HEFSENSPOST,SIM1,1982
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.3138,HEFSENSPOST,SIM1,1983
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.4257,HEFSENSPOST,SIM1,1984
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.2373,HEFSENSPOST,SIM1,1985
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.1855,HEFSENSPOST,SIM1,1986
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.1578,HEFSENSPOST,SIM1,1987
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.0944,HEFSENSPOST,SIM1,1988
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.6023,HEFSENSPOST,SIM1,1989
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.3288,HEFSENSPOST,SIM1,1990
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.3674,HEFSENSPOST,SIM1,1991
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.4027,HEFSENSPOST,SIM1,1992
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.493,HEFSENSPOST,SIM1,1993
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.3066,HEFSENSPOST,SIM1,1994
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.2272,HEFSENSPOST,SIM1,1995
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.8934,HEFSENSPOST,SIM1,1996
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,21.5451,HEFSENSPOST,SIM1,1997
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.4238,HEFSENSPOST,SIM1,1998
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.7785,HEFSENSPOST,SIM1,1999
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,21.3483,HEFSENSPOST,SIM1,2000
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.1554,HEFSENSPOST,SIM1,2001
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.7672,HEFSENSPOST,SIM1,2002
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.9599,HEFSENSPOST,SIM1,2003
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.402,HEFSENSPOST,SIM1,2004
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.2192,HEFSENSPOST,SIM1,2005
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.9291,HEFSENSPOST,SIM1,2006
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.3358,HEFSENSPOST,SIM1,2007
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,20.9906,HEFSENSPOST,SIM1,2008
1985-06-02T12:00:00Z,1985-06-02T13:00:00Z,SQIN,DRRC2,CMS,19.6873,HEFSENSPOST,SIM1,2009
1985-06-02T12:00:00Z,1985-06-02T14:00:00Z,SQIN,DRRC2,CMS,19.293,HEFSENSPOST,SIM1,1961
1985-06-02T12:00:00Z,1985-06-02T14:00:00Z,SQIN,DRRC2,CMS,19.6071,HEFSENSPOST,SIM1,1962
1985-06-02T12:00:00Z,1985-06-02T14:00:00Z,SQIN,DRRC2,CMS,20.1671,HEFSENSPOST,SIM1,1963
1985-06-02T12:00:00Z,1985-06-02T14:00:00Z,SQIN,DRRC2,CMS,19.447,HEFSENSPOST,SIM1,1964
1985-06-02T12:00:00Z,1985-06-02T14:00:00Z,SQIN,DRRC2,CMS,20.5273,HEFSENSPOST,SIM1,1965
1985-06-02T12:00:00Z,1985-06-02T14:00:00Z,SQIN,DRRC2,CMS,20.0718,HEFSENSPOST,SIM1,1966
1985-06-02T12:00:00Z,1985-06-02T14:00:00Z,SQIN,DRRC2,CMS,20.3205,HEFSENSPOST,SIM1,1967
1985-06-02T12:00:00Z,1985-06-02T14:00:00Z,SQIN,DRRC2,CMS,20.0191,HEFSENSPOST,SIM1,1968
